image 1/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\00c9sdfq.jpg: 640x480 1 potholes, 88.8ms
image 421/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cppiet1e.jpg: 448x640 1 potholes, 22.9ms
image 422/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cppzytmj.jpg: 384x640 5 potholess, 17.0ms
image 423/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cpt6m240.jpg: 640x640 (no detections), 25.9ms
image 424/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cpxmzdum.jpg: 448x640 1 potholes, 20.9ms
image 425/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cqahn5bu.jpg: 640x640 (no detections), 23.9ms
image 426/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cqduoavt.jpg: 448x640 2 potholess, 21.9ms
image 427/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cr8k5g8u.jpg: 448x640 1 potholes, 19.9ms
image 428/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\crdalaj4.jpg: 448x640 2 potholess, 19.9ms
image 429/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\crm7fxkr.jpg: 640x480 1 potholes, 20.9ms
image 430/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\crn4b7sw.jpg: 448x640 3 potholess, 20.9ms
image 431/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cs0pu7hj.jpg: 416x640 1 potholes, 20.9ms
image 432/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cs20o6t4.jpg: 352x640 (no detections), 53.9ms
image 433/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cse4neji.jpg: 384x640 7 potholess, 16.0ms
image 434/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cskc6zwy.jpg: 448x640 (no detections), 22.9ms
image 435/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\ctz6y1co.jpg: 640x480 7 potholess, 25.9ms
image 436/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cuiekybs.jpg: 320x640 3 potholess, 25.9ms
image 437/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\culq9nud.jpg: 448x640 3 potholess, 35.9ms
image 438/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cv3cv47x.jpg: 448x640 1 potholes, 32.9ms
image 439/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cvltipjf.jpg: 640x640 2 potholess, 34.9ms
image 440/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cw4pr77t.jpg: 448x640 (no detections), 28.9ms
image 441/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cx20r67t.jpg: 384x640 2 potholess, 22.9ms
image 442/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cx96ls93.jpg: 384x640 10 potholess, 27.9ms
image 443/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cxm5d6xb.jpg: 448x640 1 potholes, 142.6ms
image 444/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cys55c99.jpg: 384x640 (no detections), 50.9ms
image 445/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\cz9jb224.jpg: 384x640 4 potholess, 31.9ms
image 446/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\czbd8qx7.jpg: 384x640 9 potholess, 20.9ms
image 447/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\czm669jh.jpg: 640x480 5 potholess, 25.9ms
image 448/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\czxjqyws.jpg: 640x480 (no detections), 25.9ms
image 449/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d05yzdhp.jpg: 640x576 1 potholes, 29.9ms
image 450/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d0j6n2s1.jpg: 416x640 14 potholess, 28.9ms
image 451/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d0lyglzm.jpg: 384x640 (no detections), 22.9ms
image 452/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d0tinbct.jpg: 640x480 1 potholes, 27.9ms
image 453/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d16b9swo.jpg: 352x640 2 potholess, 21.9ms
image 454/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d1qymo89.jpg: 640x640 (no detections), 32.9ms
image 455/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d304b0z0.jpg: 480x640 13 potholess, 54.9ms
image 456/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d34376yt.jpg: 640x480 3 potholess, 41.9ms
image 457/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d372i98a.jpg: 640x640 1 potholes, 48.9ms
image 458/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d373c5bi.jpg: 384x640 (no detections), 34.9ms
image 459/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d3nb2yll.jpg: 384x640 8 potholess, 32.9ms
image 460/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d3pkq3z4.jpg: 480x640 2 potholess, 37.9ms
image 461/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d43tuw57.jpg: 480x640 1 potholes, 31.9ms
image 462/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d46bizsm.jpg: 448x640 1 potholes, 28.9ms
image 463/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d4hobhya.jpg: 384x640 5 potholess, 23.9ms
image 464/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d4r49ca6.jpg: 320x640 (no detections), 18.9ms
image 465/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d6kkl5tq.jpg: 640x640 (no detections), 27.9ms
image 466/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d78z5bmb.jpg: 640x640 1 potholes, 26.9ms
image 467/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d79asosl.jpg: 416x640 1 potholes, 24.9ms
image 468/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d7bxr1gp.jpg: 480x640 2 potholess, 25.9ms
image 469/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d7lo33po.jpg: 640x480 11 potholess, 24.9ms
image 470/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d7zx1cqo.jpg: 640x640 (no detections), 26.9ms
image 471/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d81a8kzb.jpg: 384x640 2 potholess, 18.9ms
image 472/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d8d0bwaz.jpg: 384x640 (no detections), 18.0ms
image 473/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d8fcednu.jpg: 320x640 1 potholes, 31.9ms
image 474/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d9ehpspi.jpg: 480x640 4 potholess, 23.9ms
image 475/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d9oxqkny.jpg: 416x640 2 potholess, 46.9ms
image 476/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\d9zpvkbb.jpg: 384x640 (no detections), 19.0ms
image 477/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\da51epbs.jpg: 384x640 1 potholes, 18.0ms
image 478/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\da5h1336.jpg: 448x640 6 potholess, 23.9ms
image 479/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\dajmp1db.jpg: 640x640 (no detections), 27.9ms
image 480/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\dane87mi.jpg: 448x640 1 potholes, 25.9ms
image 481/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\db05sy2u.jpg: 288x640 5 potholess, 16.0ms
image 482/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\db6r84rc.jpg: 480x640 2 potholess, 22.9ms
image 483/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\db7gfowu.jpg: 384x640 3 potholess, 20.9ms
image 484/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\dbm8sa5u.jpg: 480x640 5 potholess, 26.9ms
image 485/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\dc0f7rki.jpg: 448x640 (no detections), 21.9ms
image 486/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\dc43jxwg.jpg: 640x512 (no detections), 20.9ms
image 487/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\dcnitd7c.jpg: 384x640 (no detections), 17.0ms
image 488/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\ddhfbb9z.jpg: 640x640 3 potholess, 31.9ms
image 489/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\ddk00wnd.jpg: 384x640 4 potholess, 21.9ms
image 490/490 E:\University\PythonProject\UltralyticsPotholes\potholes\part3\ddk5gu9i.jpg: 448x640 2 potholess, 24.9ms
image 1/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\de0118xg.jpg: 640x384 (no detections), 69.8ms
image 2/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dehqp7df.jpg: 480x640 2 potholess, 69.8ms
image 3/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\desvxrdm.jpg: 384x640 4 potholess, 65.8ms
image 4/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\df3mz3ba.jpg: 448x640 1 potholes, 92.8ms
image 5/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\df7szgtx.jpg: 480x640 3 potholess, 27.9ms
image 6/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dfz5op5g.jpg: 416x640 2 potholess, 72.8ms
image 7/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dfzcvb27.jpg: 448x640 7 potholess, 26.9ms
image 8/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dg2egpng.jpg: 448x640 1 potholes, 25.9ms
image 9/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dg5gthuf.jpg: 640x480 1 potholes, 76.8ms
image 10/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dgeuuwdr.jpg: 448x640 2 potholess, 25.9ms
image 11/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dh63c36f.jpg: 640x480 1 potholes, 29.9ms
image 12/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dh6fiycx.jpg: 640x640 (no detections), 38.9ms
image 13/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dhlqs01h.jpg: 640x448 1 potholes, 101.7ms
image 14/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dhmegaed.jpg: 288x640 2 potholess, 74.8ms
image 15/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\di3bw22t.jpg: 640x512 1 potholes, 69.8ms
image 16/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\di7uvard.jpg: 640x640 2 potholess, 40.9ms
image 17/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dis2k6z9.jpg: 640x480 8 potholess, 32.9ms
image 18/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\divn9nwk.jpg: 448x640 (no detections), 36.9ms
image 19/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dj6wlia7.jpg: 448x640 (no detections), 37.9ms
image 20/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dj7hwwvl.jpg: 448x640 (no detections), 38.9ms
image 21/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\djfgp5sp.jpg: 384x640 12 potholess, 29.9ms
image 22/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dkp3qz3r.jpg: 288x640 (no detections), 27.9ms
image 23/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dkxumsua.jpg: 640x640 (no detections), 36.9ms
image 24/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dl3mmgg4.jpg: 640x480 1 potholes, 25.9ms
image 25/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dl44bi9y.jpg: 640x640 1 potholes, 29.9ms
image 26/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dl5rj6r0.jpg: 448x640 1 potholes, 26.9ms
image 27/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dlovyhaj.jpg: 384x640 2 potholess, 18.0ms
image 28/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dlrqgd1t.jpg: 480x640 3 potholess, 24.9ms
image 29/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dmws4mmv.jpg: 640x480 3 potholess, 21.9ms
image 30/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dmxtjww5.jpg: 640x480 1 potholes, 21.9ms
image 31/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dn2ujra5.jpg: 448x640 1 potholes, 21.9ms
image 32/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dn7klca9.jpg: 384x640 4 potholess, 17.0ms
image 33/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dnpbobkh.jpg: 384x640 3 potholess, 16.0ms
image 34/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\do15oo58.jpg: 640x512 (no detections), 20.9ms
image 35/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dpa5o6ca.jpg: 384x640 (no detections), 18.0ms
image 36/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dq15wykg.jpg: 640x480 12 potholess, 19.9ms
image 37/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dq1oqvxf.jpg: 480x640 3 potholess, 19.9ms
image 38/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dq4286wo.jpg: 352x640 1 potholes, 76.8ms
image 39/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dqsdsone.jpg: 480x640 1 potholes, 19.9ms
image 40/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\drf0rgcy.jpg: 448x640 (no detections), 20.9ms
image 41/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dsfyne6o.jpg: 448x640 2 potholess, 22.5ms
image 42/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dt1dk1e7.jpg: 640x384 2 potholess, 16.0ms
image 43/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dtlwr459.jpg: 384x640 2 potholess, 16.0ms
image 44/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dtq4opj8.jpg: 480x640 1 potholes, 20.9ms
image 45/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dtwjhocl.jpg: 640x480 (no detections), 18.9ms
image 46/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\duhcaww2.jpg: 640x480 (no detections), 18.0ms
image 47/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dul9kx4r.jpg: 448x640 2 potholess, 20.9ms
image 48/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\duppu2uh.jpg: 384x640 4 potholess, 17.0ms
image 49/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\duzahqi9.jpg: 480x640 2 potholess, 21.9ms
image 50/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dv0t3r5g.jpg: 448x640 3 potholess, 20.9ms
image 51/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dvcr1mh8.jpg: 384x640 1 potholes, 16.0ms
image 52/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dw1n1oet.jpg: 640x640 (no detections), 22.9ms
image 53/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dwjaw6o6.jpg: 448x640 9 potholess, 20.9ms
image 54/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dwknywfk.jpg: 640x480 3 potholess, 18.9ms
image 55/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dwnhcji4.jpg: 384x640 3 potholess, 17.0ms
image 56/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dxabkzzy.jpg: 352x640 4 potholess, 16.0ms
image 57/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dxbl3cjb.jpg: 640x640 1 potholes, 22.9ms
image 58/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dxffquyl.jpg: 448x640 1 potholes, 21.9ms
image 59/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dxh2foa0.jpg: 640x640 5 potholess, 24.9ms
image 60/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dxtz01vj.jpg: 640x640 2 potholess, 22.9ms
image 61/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dymfgp60.jpg: 384x640 (no detections), 17.0ms
image 62/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dynp58oz.jpg: 480x640 4 potholess, 22.9ms
image 63/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dyq5473h.jpg: 352x640 2 potholess, 17.0ms
image 64/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dytg3up2.jpg: 448x640 16 potholess, 21.9ms
image 65/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dz4w0xrz.jpg: 416x640 2 potholess, 20.9ms
image 66/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dzaukjx9.jpg: 448x640 (no detections), 20.9ms
image 67/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dzbm1zbr.jpg: 640x640 1 potholes, 23.9ms
image 68/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\dztludhw.jpg: 640x640 (no detections), 22.9ms
image 69/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e0fuahgb.jpg: 640x640 (no detections), 22.9ms
image 70/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e0ljpb7z.jpg: 416x640 5 potholess, 20.9ms
image 71/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e12zmipv.jpg: 320x640 8 potholess, 72.8ms
image 72/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e1xnz729.jpg: 320x640 1 potholes, 16.0ms
image 73/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e27ruqf5.jpg: 448x640 1 potholes, 21.9ms
image 74/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e2x9bp67.jpg: 640x480 1 potholes, 18.9ms
image 75/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e2zbq7r8.jpg: 384x640 2 potholess, 17.0ms
image 76/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e363gdsh.jpg: 544x640 9 potholess, 81.8ms
image 77/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e3hqlwhm.jpg: 640x640 9 potholess, 23.9ms
image 78/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e3kn5uga.jpg: 416x640 1 potholes, 19.9ms
image 79/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e41pp70u.jpg: 384x640 3 potholess, 16.0ms
image 80/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e4bp8020.jpg: 480x640 (no detections), 21.9ms
image 81/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e4c0g80m.jpg: 480x640 3 potholess, 21.9ms
image 82/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e4cj4l4u.jpg: 480x640 2 potholess, 19.9ms
image 83/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e4lc2w23.jpg: 512x640 1 potholes, 87.8ms
image 84/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e4xmz045.jpg: 480x640 4 potholess, 21.9ms
image 85/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e53r6upu.jpg: 384x640 1 potholes, 17.0ms
image 86/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e5hw57hi.jpg: 640x640 (no detections), 23.9ms
image 87/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e5i45kcx.jpg: 640x480 1 potholes, 18.9ms
image 88/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e5uiwn6d.jpg: 640x640 2 potholess, 25.9ms
image 89/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e5xv7hw8.jpg: 384x640 7 potholess, 17.0ms
image 90/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e61f8l8w.jpg: 640x640 1 potholes, 26.9ms
image 91/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part4\e6dip8oi.jpg: 384x640 (no detections), 18.9ms
